,age,workclass,education,education-num,marital-status,occupation,relationship,ethnicity,gender,capital-gain,capital-loss,hours-per-week,loan
20064,23, ?, Some-college,10, Never-married, ?, Other-relative, White, Male,0,0,40, <=50K
20065,33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20066,42, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,12, <=50K
20067,62, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, <=50K
20068,24, ?, 9th,5, Never-married, ?, Own-child, White, Male,0,0,40, <=50K
20069,26, Local-gov, Bachelors,13, Never-married, Protective-serv, Own-child, White, Male,0,0,40, <=50K
20070,46, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, >50K
20071,33, Private, Bachelors,13, Separated, Sales, Not-in-family, White, Female,0,0,50, >50K
20072,65, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,1, >50K
20073,65, Without-pay, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2414,0,20, <=50K
20074,46, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, >50K
20075,43, Local-gov, Assoc-voc,11, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
20076,43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
20077,35, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20078,48, Private, HS-grad,9, Widowed, Handlers-cleaners, Other-relative, White, Female,0,0,48, <=50K
20079,55, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
20080,45, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20081,56, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,4508,0,40, <=50K
20082,59, Federal-gov, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, <=50K
20083,56, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20084,21, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,10, <=50K
20085,26, Private, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,40, <=50K
20086,38, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, <=50K
20087,27, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, <=50K
20088,48, Self-emp-inc, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
20089,37, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, >50K
20090,63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, <=50K
20091,27, State-gov, HS-grad,9, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, >50K
20092,20, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, <=50K
20093,26, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, >50K
20094,21, ?, 10th,6, Never-married, ?, Own-child, Black, Male,0,0,40, <=50K
20095,51, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
20096,28, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
20097,39, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, <=50K
20098,35, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, >50K
20099,21, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,43, <=50K
20100,65, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20101,54, Local-gov, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, <=50K
20102,39, Private, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,1602,35, <=50K
20103,24, Private, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, <=50K
20104,36, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, <=50K
20105,70, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,10, >50K
20106,52, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, >50K
20107,64, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
20108,43, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, <=50K
20109,44, Private, Assoc-voc,11, Never-married, Priv-house-serv, Not-in-family, White, Male,594,0,25, <=50K
20110,47, Federal-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
20111,32, Private, 12th,8, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, <=50K
20112,20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, <=50K
20113,33, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, <=50K
20114,52, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
20115,49, Private, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
20116,31, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,18, <=50K
20117,62, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,6, <=50K
20118,44, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, <=50K
20119,28, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, <=50K
20120,68, Local-gov, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, >50K
20121,40, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
20122,46, Private, 7th-8th,4, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, <=50K
20123,22, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, <=50K
20124,37, Self-emp-not-inc, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,15, <=50K
20125,62, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, <=50K
20126,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, >50K
20127,35, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,4787,0,40, >50K
20128,44, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,68, <=50K
20129,41, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, >50K
20130,36, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, <=50K
20131,26, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,45, <=50K
20132,48, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, >50K
20133,21, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,28, <=50K
20134,39, Private, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, >50K
20135,38, Private, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,14344,0,40, >50K
20136,44, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
20137,56, Private, 10th,6, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,30, >50K
20138,25, Private, 9th,5, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, <=50K
20139,32, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, <=50K
20140,47, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, >50K
20141,26, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, <=50K
20142,31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,14084,0,60, >50K
20143,23, Private, Assoc-voc,11, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, <=50K
20144,41, Federal-gov, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, >50K
20145,55, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,25, <=50K
20146,23, Private, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25, <=50K
20147,45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,7298,0,40, >50K
20148,42, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, <=50K
20149,29, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, <=50K
20150,48, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
20151,36, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, <=50K
20152,52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, >50K
20153,46, Private, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, <=50K
20154,34, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, <=50K
20155,27, State-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
20156,18, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, <=50K
20157,18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,24, <=50K
20158,42, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20159,64, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, <=50K
20160,36, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, >50K
20161,20, ?, 11th,7, Never-married, ?, Own-child, Black, Female,0,0,20, <=50K
20162,52, Self-emp-inc, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, >50K
20163,44, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, >50K
20164,53, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, >50K
20165,36, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, >50K
20166,27, Private, Bachelors,13, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, <=50K
20167,52, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, <=50K
20168,60, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, <=50K
20169,41, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, >50K
20170,64, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, >50K
20171,25, Private, 1st-4th,2, Never-married, Other-service, Other-relative, White, Male,0,0,25, <=50K
20172,63, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, <=50K
20173,54, Local-gov, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, <=50K
20174,21, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, <=50K
20175,27, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, <=50K
20176,63, Self-emp-not-inc, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,41310,0,50, <=50K
20177,37, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, <=50K
20178,22, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, <=50K
20179,54, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, <=50K
20180,54, Private, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,40, <=50K
20181,60, Local-gov, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, <=50K
20182,19, Private, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, <=50K
20183,25, Local-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
20184,51, Local-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, <=50K
20185,47, Federal-gov, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
20186,44, Self-emp-not-inc, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,50, <=50K
20187,18, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,30, <=50K
20188,57, Private, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,57, <=50K
20189,22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,34, <=50K
20190,36, State-gov, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,20, <=50K
20191,33, ?, HS-grad,9, Married-civ-spouse, ?, Wife, White, Female,0,1485,38, <=50K
20192,39, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
20193,49, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, >50K
20194,41, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, <=50K
20195,35, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, <=50K
20196,40, Self-emp-inc, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female,1506,0,40, <=50K
20197,30, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
20198,25, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,1504,37, <=50K
20199,25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1902,36, >50K
20200,37, Private, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,50, >50K
20201,53, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, >50K
20202,34, Self-emp-not-inc, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, <=50K
20203,22, Private, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, <=50K
20204,18, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, <=50K
20205,52, ?, Masters,14, Married-civ-spouse, ?, Wife, White, Female,15024,0,40, >50K
20206,45, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Male,5455,0,40, <=50K
20207,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,2001,40, <=50K
20208,33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, <=50K
20209,45, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, <=50K
20210,43, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, >50K
20211,40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, <=50K
20212,41, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, >50K
20213,25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1579,40, <=50K
20214,22, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, <=50K
20215,52, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,45, <=50K
20216,45, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, >50K
20217,32, State-gov, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, <=50K
20218,26, Private, Bachelors,13, Never-married, Transport-moving, Own-child, White, Male,0,0,20, <=50K
20219,24, Private, Some-college,10, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, <=50K
20220,37, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, <=50K
20221,49, Private, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, <=50K
20222,43, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, <=50K
20223,35, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, <=50K
20224,37, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, >50K
20225,17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, <=50K
20226,48, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, >50K
20227,40, ?, Masters,14, Divorced, ?, Own-child, White, Female,0,0,55, <=50K
20228,26, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,2597,0,40, <=50K
20229,35, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, >50K
20230,21, Private, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, <=50K
20231,54, Private, 10th,6, Divorced, Other-service, Not-in-family, White, Male,0,0,70, <=50K
20232,40, Private, Bachelors,13, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, <=50K
20233,51, Private, Some-college,10, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, <=50K
20234,60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,50, <=50K
20235,22, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,8, <=50K
20236,20, Private, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, <=50K
20237,21, Private, 11th,7, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, <=50K
20238,21, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
20239,43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,44, <=50K
20240,36, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
20241,65, State-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2174,40, >50K
20242,48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, >50K
20243,37, Private, Masters,14, Separated, Exec-managerial, Not-in-family, White, Male,27828,0,60, >50K
20244,20, Private, 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, <=50K
20245,41, State-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
20246,55, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, <=50K
20247,39, Local-gov, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, <=50K
20248,41, Federal-gov, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,7298,0,40, >50K
20249,80, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, <=50K
20250,59, State-gov, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, <=50K
20251,52, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
20252,39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,50, >50K
20253,56, Self-emp-not-inc, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0,0,50, <=50K
20254,69, Local-gov, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,20, <=50K
20255,49, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, >50K
20256,33, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, <=50K
20257,28, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, >50K
20258,49, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
20259,51, Local-gov, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, <=50K
20260,42, Private, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,32, <=50K
20261,66, Private, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,13, <=50K
20262,44, Private, Assoc-voc,11, Separated, Craft-repair, Other-relative, White, Male,0,0,48, >50K
20263,26, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, <=50K
20264,43, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, <=50K
20265,28, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,155,40, <=50K
20266,25, ?, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,30, <=50K
20267,17, Private, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,8, <=50K
20268,52, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, >50K
20269,34, ?, HS-grad,9, Separated, ?, Own-child, White, Female,0,0,8, <=50K
20270,24, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
20271,41, ?, Bachelors,13, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,30, <=50K
20272,65, Private, Some-college,10, Widowed, Sales, Other-relative, White, Female,0,0,45, <=50K
20273,36, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, >50K
20274,19, Private, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, <=50K
20275,43, Private, Some-college,10, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,45, <=50K
20276,39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, >50K
20277,48, Private, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, >50K
20278,50, Local-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, >50K
20279,21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,25, <=50K
20280,36, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, <=50K
20281,33, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,36, <=50K
20282,50, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, <=50K
20283,49, State-gov, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,99999,0,80, >50K
20284,34, Private, Bachelors,13, Never-married, Sales, Unmarried, Black, Male,0,0,45, <=50K
20285,70, Self-emp-inc, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, >50K
20286,39, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, <=50K
20287,44, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, <=50K
20288,32, Private, Bachelors,13, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, >50K
20289,40, Private, 9th,5, Never-married, Craft-repair, Other-relative, Black, Male,0,0,49, <=50K
20290,46, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, >50K
20291,21, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, <=50K
20292,40, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,7688,0,52, >50K
20293,47, Private, 11th,7, Divorced, Craft-repair, Own-child, White, Male,0,0,8, <=50K
20294,19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, <=50K
20295,22, Private, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,16, <=50K
20296,20, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Female,0,0,16, <=50K
20297,46, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,4787,0,25, >50K
20298,41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, >50K
20299,17, Private, 10th,6, Never-married, Prof-specialty, Own-child, Other, Female,0,0,15, <=50K
20300,41, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, <=50K
20301,28, Private, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,1974,40, <=50K
20302,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,25, <=50K
20303,24, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, <=50K
20304,33, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, <=50K
20305,44, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, >50K
20306,26, Self-emp-not-inc, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, <=50K
20307,47, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, >50K
20308,24, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, <=50K
20309,58, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, >50K
20310,41, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,60, <=50K
20311,38, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, >50K
20312,21, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, <=50K
20313,33, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, <=50K
20314,23, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,32, <=50K
20315,40, Private, 10th,6, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, <=50K
20316,47, Local-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, <=50K
20317,41, Private, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, <=50K
20318,38, Private, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, <=50K
20319,50, Private, 7th-8th,4, Divorced, Other-service, Other-relative, White, Female,0,0,40, <=50K
20320,45, Private, HS-grad,9, Married-spouse-absent, Farming-fishing, Other-relative, Black, Male,0,0,40, <=50K
20321,65, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, >50K
20322,33, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, <=50K
20323,34, Federal-gov, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, <=50K
20324,65, Private, Masters,14, Divorced, Sales, Not-in-family, White, Male,0,0,28, <=50K
20325,24, Private, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,39, <=50K
20326,26, Private, Bachelors,13, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, <=50K
20327,55, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, <=50K
20328,66, Private, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,8, <=50K
